pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist,label
10.05449,2.18,12.0,3896.0,0.56,0.6,44.0727,2.0
10.05454,2.29,6.6,3835.0,0.6,0.62,44.0727,2.0
24.646582,1.72,2.14,3896.0,0.561,0.601,44.0727,2.0
24.6454,1.72,4.2,3896.0,0.561,0.601,44.0727,2.0
24.6454,1.72,12.0,3896.0,0.561,0.601,44.0727,2.0
24.64638,1.69,12.0,5659.0,0.561,0.88,44.0727,2.0
24.64745,1.56,12.0,3951.0,0.52,0.53,44.0727,2.0
24.646729,1.582,2.68,3844.0,0.546,0.549,44.0727,2.0
24.646582,1.69,3.3,3835.0,0.6,0.62,44.0727,2.0
24.6491,1.644,2.1,5659.0,0.553,0.612,44.0727,2.0
24.64354,1.85,12.0,3896.0,0.56,0.6,44.0727,2.0
24.6435,1.18,12.0,3841.0,0.371,0.414,44.0727,2.0
24.645013,1.9,12.0,3927.0,0.58,0.88,44.0727,2.0
24.64638,1.77,3.1,3835.0,0.6,0.62,44.0727,2.0
24.646582,7.91263,2.14,3896.0,0.561,0.601,44.0727,2.0
24.64671,1.18,12.0,5659.0,0.371,0.88,44.0727,2.0
44.556456,1.52,2.8,3896.0,0.561,0.601,44.0727,2.0
44.5705,1.53,11.1,5659.0,0.553,0.612,44.0727,2.0
44.55612,7.91263,12.0,3920.0,0.550856,0.546024,44.0727,2.0
44.55765,1.61,12.0,5659.0,0.561,0.88,44.0727,2.0
44.5631,1.52,12.0,3896.0,0.561,0.601,44.0727,2.0
44.5574,1.11,12.0,5659.0,0.371,0.88,44.0727,2.0
44.5631,1.52,7.5,3896.0,0.561,0.601,44.0727,2.0
44.55764,1.65,1.8,3835.0,0.6,0.62,44.0727,2.0
44.55646,7.91263,2.80006827,3896.0,0.561,0.601,44.0727,2.0
44.5609,0.96,12.0,3841.0,0.371,0.414,44.0727,2.0
44.56115,1.7,12.0,3927.0,0.58,0.88,44.0727,2.0
44.55603,1.458,2.2,3844.0,0.546,0.549,44.0727,2.0
44.556456,1.62,1.6,3835.0,0.6,0.62,44.0727,2.0
44.55983,1.51,12.0,3896.0,0.56,0.6,44.0727,2.0
4.098503,11.646151,184.02357,5425.0,0.844,0.9,333.042,2.0
4.09849,11.982421,187.20187,5575.0,0.839,0.917,333.042,2.0
4.09847804,7.91263,12.0,5425.0,0.844,0.9,333.042,2.0
4.098507,13.405964,198.00809,5581.0,0.941,0.984,333.042,2.0
4.0984897,13.14,12.0,5659.0,0.921,0.88,333.042,2.0
4.098492,12.65164357,12.0,5574.0,0.909346,0.969658,333.042,2.0
4.0984791,7.91263,12.0,5425.0,0.844,0.9,333.042,2.0
4.098506,12.3,12.0,5567.0,0.92,0.93,333.042,2.0
4.09803132,7.91263,12.0,5198.0,1.06395,0.883,333.042,2.0
4.09847409321,14.83669218,12.0,5198.0,1.06395,0.88,333.042,2.0
3.38631713618,7.91263,12.0,5780.0,1.08,0.88,1314.53,2.0
3.38628,9.916,12.0,6100.0,1.24,1.09,1314.53,2.0
1.25784887,7.91263,12.0,5280.0,0.78,0.91,110.527,2.0
1.2578542,34.0,12.0,5465.0,0.9,0.97,110.527,2.0
1.25785,11.88154,563.83042,5280.0,0.78,0.91,110.527,2.0
1.2578493,7.0,12.0,5251.0,0.81,0.88,110.527,2.0
1.2578332,7.91263,12.0,5340.0,1.02904,0.922,110.527,2.0
1.25785,7.91263,590.1,5412.0,0.986,1.0,110.527,2.0
1.25784906,46.0,551.0,5340.0,1.138,0.92,110.527,2.0
1.25781300511,12.57069193,12.0,5340.0,1.02904,0.88,110.527,2.0
921.2,7.91263,1719.45168187,5959.0,1.22,1.18,109.86,2.0
3.1443189,0.95,12.0,3300.0,0.196,0.174,56.9686,2.0
1.133,1.33,12.0,3436.0,0.379,0.408,112.486,2.0
5.26,1.83,12.0,3436.0,0.379,0.408,112.486,2.0
6.22,2.93,12.0,3387.0,0.379,0.403,176.291,2.0
7.01,1.66,12.0,3851.0,0.552,0.561,147.866,2.0
26.68,2.79,12.0,5440.0,0.898,0.954,209.071,2.0
8.99196,5.038,16.3,5274.0,0.855,0.84,157.682,2.0
17.97586029496,4.78034841,12.0,5274.0,0.851795,0.88,157.682,2.0
8.991828,4.96,12.0,5659.0,0.845,0.856,157.682,2.0
8.99002105,7.91263,12.0,5274.0,0.851795,0.904,157.682,2.0
8.99213,5.13,16.5,5275.0,0.845,0.856,157.682,2.0
8.992018,4.92,12.0,5659.0,0.757,0.88,157.682,2.0
8.992,5.299,15.0,5271.0,0.86,0.83,157.682,2.0
8.9919156,4.79,12.0,4686.0,0.72,0.88,157.682,2.0
8.99213,5.62,12.0,5428.0,0.92,0.88,157.682,2.0
8.99218,5.38,12.0,5315.0,0.87,0.87,157.682,2.0
8.99218,5.38,21.1,5315.0,0.87,0.87,157.682,2.0
8.991942,5.17103245,12.0,5415.0,0.839164,0.915819,157.682,2.0
20.660987,2.88,12.0,4686.0,0.72,0.88,157.682,2.0
20.661623,3.11517954,12.0,5415.0,0.839164,0.915819,157.682,2.0
20.65614,3.48,12.0,5315.0,0.87,0.87,157.682,2.0
20.66178,2.73,12.0,5659.0,0.757,0.88,157.682,2.0
20.66093,3.134,8.1,5271.0,0.86,0.83,157.682,2.0
20.6602,3.01,12.1,5275.0,0.845,0.856,157.682,2.0
20.66093,3.01,5.7,5274.0,0.855,0.84,157.682,2.0
20.6602,3.32,12.0,5428.0,0.92,0.88,157.682,2.0
20.65614,3.48,8.1,5315.0,0.87,0.87,157.682,2.0
20.66186,2.74,12.0,5659.0,0.845,0.856,157.682,2.0
31.7154,3.77,12.0,5428.0,0.92,0.88,157.682,2.0
31.7236,3.14,12.0,5659.0,0.757,0.88,157.682,2.0
31.7169,3.33,13.7,5274.0,0.855,0.84,157.682,2.0
31.7142,3.27,12.0,5659.0,0.845,0.856,157.682,2.0
31.71701,3.484,6.7,5271.0,0.86,0.83,157.682,2.0
31.7154,3.43,10.3,5275.0,0.845,0.856,157.682,2.0
31.71922,3.75,35.0,5315.0,0.87,0.87,157.682,2.0
31.715061,3.41411198,12.0,5415.0,0.839164,0.915819,157.682,2.0
31.715868,3.13,12.0,4686.0,0.72,0.88,157.682,2.0
31.71922,3.75,12.0,5315.0,0.87,0.87,157.682,2.0
4.34882,1.01,12.0,5659.0,0.845,0.856,157.682,2.0
4.3491,2.2,12.0,5659.0,0.757,0.88,157.682,2.0
4.34934,1.212,2.1,5271.0,0.86,0.83,157.682,2.0
1.995,2.62,12.0,3157.0,0.3,0.117,108.74,2.0
2.29799150846,2.32710652,12.0,3650.0,0.590525,0.88,77.6888,2.0
2.298,1.95,12.0,3855.0,0.583,0.599,77.6888,2.0
2.2979749,2.05124347,12.0,3750.0,0.595,0.578,77.6888,2.0
8.205,1.92,12.0,4141.0,0.602,0.63,123.415,2.0
24.93,2.1,12.0,3710.0,0.549,0.478,118.318,2.0
3.262,2.43,12.0,3752.0,0.505,0.517,136.667,2.0
6.93,2.2,12.0,3287.0,0.298,0.274,111.638,2.0
1.256,2.28,12.0,3924.0,0.688,0.507,282.308,2.0
12.45636917022,8.7723254,12.0,5278.0,0.843307,0.88,233.237,2.0
12.4551225,8.675766,82.6358,5282.0,0.822,0.901,233.237,2.0
5.42526,3.17,12.0,5659.0,0.529,0.88,139.268,2.0
5.424865,5.04,1175.971,3540.0,1.05,0.56,139.268,2.0
5.4224,7.91263,12.0,3318.0,0.909623,0.349,139.268,2.0
5.42513,5.76,1144.188,3410.0,1.1,0.31,139.268,2.0
5.4252061,0.868,12.0,2890.0,0.16,0.88,139.268,2.0
13.773,7.91263,12.0,6266.98,1.46908,1.221,160.125,2.0
13.773,2.17,12.0,5659.0,1.469,0.88,160.125,2.0
13.774798,2.77,12.0,6232.0,1.5,1.23,160.125,2.0
13.7748361,2.67656,12.0,6266.98,1.47,0.88,160.125,2.0
13.772626,2.2,12.0,5659.0,1.25,0.88,160.125,2.0
13.773826,3.29495202,12.0,6114.0,1.682578,0.88,160.125,2.0
9.398977,1.79,12.0,5994.0,1.06,1.1,211.43,2.0
22.99592,2.5,12.0,6010.0,1.043,0.88,211.43,2.0
22.996591,2.72,12.0,5994.0,1.06,1.1,211.43,2.0
17.70632,2.2,12.0,3315.0,0.28,0.27,123.202,2.0
17.703,7.91263,12.0,3266.0,0.289676,0.264883,123.202,2.0
17.7037,1.76,12.0,5659.0,0.205,0.88,123.202,2.0
14.75650149447,5.7395617,12.0,5790.7,1.20174,0.88,343.99,2.0
14.759859,7.91263,12.0,6070.0,1.186,0.88,343.99,2.0
14.759287,6.18,12.0,5880.0,1.22,1.06,343.99,2.0
14.759595,5.3,12.0,6070.0,1.186,0.88,343.99,2.0
5.1138428,7.91263,12.0,6890.0,1.409,0.88,371.823,2.0
5.11383503556,5.67086336,12.0,6315.7,1.50876,0.88,371.823,2.0
5.113823,5.0,12.0,6890.0,1.409,0.88,371.823,2.0
5.113981,5.65,12.0,6502.0,1.49,1.36,371.823,2.0
12.282343,2.52633631,12.0,5985.0,1.410373,0.88,557.993,2.0
12.2812,2.47,12.0,5659.0,1.323,0.88,557.993,2.0
12.283211,2.21,12.0,6222.0,1.33,1.23,557.993,2.0
12.281,7.91263,12.0,6272.0,1.33471,1.22,557.993,2.0
21.191788,1.3172461,12.0,5277.0,0.782112,0.88,239.289,2.0
21.199,7.91263,12.0,5296.77,0.797924,0.91,239.289,2.0
21.1976,1.33,12.0,5659.0,0.7747,0.88,239.289,2.0
21.194733,1.22,12.0,5424.0,0.8,0.86,239.289,2.0
16.271,7.91263,12.0,5940.0,1.25863,1.08,421.636,2.0
16.2713,2.77,12.0,5659.0,1.27,0.88,421.636,2.0
16.273563,2.62,12.0,5869.0,1.32,0.94,421.636,2.0
16.27284,2.10886389,12.0,5656.0,1.064948,0.88,421.636,2.0
3.850614,1.03,12.0,4558.0,0.63,0.66,156.951,2.0
3.85064,1.073,12.0,5659.0,0.51,0.88,156.951,2.0
3.85,7.91263,12.0,4504.0,0.626953,0.708,156.951,2.0
19.507428,1.92,12.0,4857.0,0.72,0.74,360.36,2.0
19.508,2.11,12.0,5659.0,0.576,0.88,360.36,2.0
2.995633,13.96,12.0,6071.0,1.44,1.15,348.646,2.0
2.995629,15.434793,539.67534,6149.0,1.58,1.226,348.646,2.0
2.9956372,13.7,12.0,5659.0,1.4,0.88,348.646,2.0
2.9956348,13.75,12.0,6168.0,1.42,1.16,348.646,2.0
2.99561,11.99363,352.7913,6132.0,1.22,0.64,348.646,2.0
2.996,7.91263,12.0,6135.47,1.4022,1.162,348.646,2.0
2.995633,13.1,12.0,5659.0,1.38,0.88,348.646,2.0
2.99563536,7.91263,12.0,6087.0,1.66,1.31,348.646,2.0
2.995646,13.96620332,12.0,5990.0,1.454974,1.119935,348.646,2.0
2.995607,15.13215,559.3808,6132.0,1.526,1.281,348.646,2.0
2.995653,13.8,12.0,6380.0,1.398,0.88,348.646,2.0
2.995654,16.14096,563.51259,6087.0,1.66,1.31,348.646,2.0
2.99529334,7.91263,12.0,6135.47,1.4022,1.162,348.646,2.0
2.9956366,13.1937,12.0,6135.5,1.4,0.88,348.646,2.0
29.729,7.91263,12.0,5464.0,1.11294,0.96,738.136,2.0
29.740451,3.36,12.0,5532.0,1.13,0.93,738.136,2.0
29.7361,3.52,12.0,5659.0,1.144,0.88,738.136,2.0
36.556251,2.96787013,12.0,5759.0,1.035241,0.88,421.408,2.0
36.552551,3.21,12.0,5817.0,1.16,0.98,421.408,2.0
36.5563,3.18,12.0,5659.0,1.1,0.88,421.408,2.0
11.561514,2.4,12.0,6140.0,1.406,0.88,208.357,2.0
11.561052,2.03,12.0,5920.0,1.09,1.01,208.357,2.0
2.787174,1.65,12.0,3804.0,0.46,0.49,166.169,2.0
2.78711,2.0,12.0,5659.0,0.507,0.88,166.169,2.0
7.676984,2.3,12.0,3790.0,0.465,0.88,166.169,2.0
7.676972,2.02,12.0,3804.0,0.46,0.49,166.169,2.0
7.67689,2.44,12.0,5659.0,0.507,0.88,166.169,2.0
3.35585,1.59,12.0,4374.0,0.49,0.51,75.1691,2.0
3.3557219,1.9149,12.0,3807.0,0.56,0.88,75.1691,2.0
3.355854,1.6,12.0,3860.0,0.551,0.88,75.1691,2.0
10.36627,1.82,12.0,5659.0,0.4,0.88,162.408,2.0
10.367437,2.11,12.0,3779.0,0.52,0.56,162.408,2.0
10.366,7.91263,12.0,3675.0,0.539401,0.535622,162.408,2.0
26.197022,2.36213049,12.0,4789.0,0.692258,0.88,105.58,2.0
26.19445485478,2.99459349,12.0,4678.0,0.709927,0.88,105.58,2.0
26.198,7.91263,12.0,4678.0,0.709927,0.746,105.58,2.0
26.201446,2.26,12.0,4801.0,0.7,0.71,105.58,2.0
26.1956,2.08,12.0,5659.0,0.656,0.88,105.58,2.0
7.187,7.91263,12.0,4391.0,0.617099,0.687,320.336,2.0
7.187257,2.41,12.0,4599.0,0.63,0.66,320.336,2.0
7.18662,2.58,12.0,5659.0,0.584,0.88,320.336,2.0
4.688625,3.8,12.0,5220.0,0.828,0.88,201.856,2.0
4.6886342,3.36071,12.0,4954.0,0.87,0.88,201.856,2.0
4.688418,3.26,12.0,5077.0,0.85,0.83,201.856,2.0
12.550896,2.6,12.0,5220.0,0.828,0.88,201.856,2.0
12.550171,2.67,12.0,5077.0,0.85,0.83,201.856,2.0
9.0333,2.75,12.0,5659.0,0.825,0.88,453.567,2.0
9.032178,1.38,12.0,4385.0,0.49,0.54,453.567,2.0
9.029,7.91263,12.0,5274.0,0.786068,0.9,453.567,2.0
2.399964,1.32,12.0,4402.71,0.619575,0.701968,252.596,2.0
2.39901,1.27,12.0,5659.0,0.603,0.88,252.596,2.0
2.3996463,1.52,12.0,4326.0,0.67,0.88,252.596,2.0
2.39984,1.4,12.0,4680.0,0.72,0.76,252.596,2.0
2.39991,1.08,12.0,4426.0,0.601,0.663,252.596,2.0
5.60906,1.69,12.0,4426.0,0.601,0.663,252.596,2.0
5.60912,2.09,12.0,4680.0,0.72,0.76,252.596,2.0
5.6084,2.2,12.0,4523.0,0.69,0.88,252.596,2.0
5.60967748,7.91263,12.0,4323.44,0.779092,0.68,252.596,2.0
5.6089465,2.17,12.0,4326.0,0.67,0.88,252.596,2.0
5.608352,1.93,12.0,4402.71,0.619575,0.701968,252.596,2.0
5.60871,1.9,12.0,5659.0,0.603,0.88,252.596,2.0
4.163873,1.54,12.0,5789.0,1.04,0.98,489.368,2.0
19.991944,2.74,12.0,5789.0,1.04,0.98,489.368,2.0
19.9901,2.81,12.0,5659.0,1.006,0.88,489.368,2.0
19.991,7.91263,12.0,5799.0,0.977396,1.04,489.368,2.0
7.80651068,7.91263,12.0,5739.0,1.03974,1.03,694.734,2.0
7.806,7.91263,12.0,5739.0,1.03974,1.03,694.734,2.0
7.806164,2.54,12.0,5769.0,1.05,1.02,694.734,2.0
7.80692,3.03,12.0,5659.0,1.103,0.88,694.734,2.0
3.665912,1.37,12.0,5791.0,0.95,0.98,176.051,2.0
8.236486,2.0,12.0,5930.0,0.923,0.88,176.051,2.0
8.234885,1.92,12.0,5791.0,0.95,0.98,176.051,2.0
14.869943,4.4,12.0,5930.0,0.923,0.88,176.051,2.0
14.871387,2.23,12.0,5791.0,0.95,0.98,176.051,2.0
3.793306,1.56,12.0,3669.0,0.41,0.43,91.722,2.0
3.794,7.91263,12.0,3510.0,0.421881,0.415947,91.722,2.0
5.7385647,2.25,12.0,5790.0,0.92,0.96,500.497,2.0
21.0267366,2.29,12.0,5568.0,0.86,0.9,355.54,2.0
16.3488637,3.72,12.0,5794.0,1.0,0.98,517.687,2.0
11.2510285,2.68,12.0,5650.0,0.91,0.93,480.307,2.0
1.422602,1.407,12.0,5659.0,0.729,0.88,109.749,2.0
1.422614,1.43,4.3,4916.0,0.718,0.79,109.749,2.0
1.422619,1.46748911,12.0,4944.0,0.745987,0.800265,109.749,2.0
1.422614,1.43,3.9,4916.0,0.718,0.79,109.749,2.0
1.4226108,1.55,12.0,4886.0,0.74,0.88,109.749,2.0
1.42266,1.32,12.0,4924.0,0.74,0.8,109.749,2.0
1.422586,1.291,5.1,4836.0,0.717,0.76,109.749,2.0
1.422647,1.45,12.0,4953.0,0.75,0.81,109.749,2.0
5.340786,2.41,26.0,4836.0,0.717,0.76,109.749,2.0
5.3410507,3.12,12.0,4953.0,0.726,0.81,109.749,2.0
5.34107237,7.91263,12.0,4772.39,0.75412,0.769,109.749,2.0
5.3408934,2.82,12.0,4886.0,0.74,0.88,109.749,2.0
5.34059,2.8,12.0,4924.0,0.74,0.8,109.749,2.0
5.340888,3.2,7.8,4916.0,0.718,0.79,109.749,2.0
5.340883,3.58036658,12.0,4944.0,0.745987,0.800265,109.749,2.0
5.34072,2.65,12.0,4953.0,0.75,0.81,109.749,2.0
5.340888,3.2,7.9,4916.0,0.718,0.79,109.749,2.0
9.79692,7.91263,15.23,5679.0,0.98,0.958,232.1,2.0
23.446873,2.89705396,12.0,5869.0,0.986872,0.88,187.222,2.0
23.446501,2.71,12.0,5484.0,0.87,0.88,187.222,2.0
23.448172,2.906,12.0,5561.0,1.051,0.823,187.222,2.0
23.4302,7.91263,12.0,5568.0,1.05771,0.982,187.222,2.0
23.44701,3.24,12.0,5659.0,1.115,0.88,187.222,2.0
15.937039,2.359,12.0,5601.0,0.94,0.825,185.947,2.0
15.93709,1.87,12.0,5659.0,0.731,0.88,185.947,2.0
15.937378,1.84,12.0,4574.0,0.7,0.88,185.947,2.0
20.645099,2.413,12.0,4348.0,0.625,0.756,176.965,2.0
20.646,2.38,12.0,5659.0,0.58,0.88,176.965,2.0
20.643928,2.54,12.0,4396.0,0.68,0.88,176.965,2.0
5.02629,1.322,12.0,5659.0,0.577,0.88,206.608,2.0
5.025598,1.332,12.0,4663.0,0.663,0.746,206.608,2.0
5.025831,1.72,12.0,4679.0,0.72,0.88,206.608,2.0
9.65869,1.38,12.0,5659.0,0.577,0.88,206.608,2.0
9.660186,1.361,12.0,4663.0,0.663,0.746,206.608,2.0
20.201085,1.948,12.0,4663.0,0.663,0.746,206.608,2.0
20.2009,1.89,12.0,5659.0,0.577,0.88,206.608,2.0
5.761612,1.313,12.0,5682.0,0.881,0.735,185.55,2.0
5.76218,1.217,12.0,5659.0,0.868,0.88,185.55,2.0
5.761359,1.37311054,12.0,5744.0,0.901705,0.88,185.55,2.0
5.7619248,1.37,12.0,5350.0,0.83,0.88,185.55,2.0
4.44117,1.61,12.0,5413.0,0.85,0.9,179.943,2.0
4.4434,1.39,12.0,5352.0,0.809,0.84,179.943,2.0
4.44118,1.66,12.0,5512.0,0.87,0.9,179.943,2.0
4.4436649,1.5,12.0,4740.0,0.72,0.88,179.943,2.0
4.443774,1.52572113,12.0,5382.0,0.818403,0.886868,179.943,2.0
4.4436,1.57,12.0,5659.0,0.792,0.88,179.943,2.0
6.42959,2.64,12.0,5659.0,0.792,0.88,179.943,2.0
6.429582,2.59811964,12.0,5382.0,0.818403,0.886868,179.943,2.0
6.42966,2.41,12.0,5352.0,0.809,0.84,179.943,2.0
6.43032491,7.91263,12.0,4927.0,0.858018,0.809,179.943,2.0
6.42904,2.75,12.0,5413.0,0.85,0.9,179.943,2.0
6.4295023,2.5,12.0,4740.0,0.72,0.88,179.943,2.0
6.42973,2.65,12.0,5512.0,0.87,0.9,179.943,2.0
14.090907,2.33,12.0,4740.0,0.72,0.88,179.943,2.0
14.09292,2.58,12.0,5659.0,0.792,0.88,179.943,2.0
14.0919,2.59,12.0,5512.0,0.87,0.9,179.943,2.0
14.09229,2.31,12.5,5352.0,0.809,0.84,179.943,2.0
14.090996,2.41175864,12.0,5382.0,0.818403,0.886868,179.943,2.0
14.09189,2.73,12.0,5413.0,0.85,0.9,179.943,2.0
2.1408063,2.59639,12.0,5372.0,1.0,0.88,144.202,2.0
2.14084,3.207,12.0,5377.0,0.971,0.984,144.202,2.0
2.14084,3.207,12.0,5377.0,0.971,0.984,144.202,2.0
3.115,7.91263,12.0,4952.0,0.74956,0.82,442.813,2.0
3.114905,13.024,12.0,4925.0,0.736,0.958,442.813,2.0
3.114878,12.5,12.0,5659.0,0.77,0.88,442.813,2.0
3.1149085,12.03,12.0,5659.0,0.718,0.88,442.813,2.0
3.11489307594,12.11200864,12.0,4973.0,0.74956,0.88,442.813,2.0
3.11491262,7.91263,12.0,4952.0,0.74956,0.82,442.813,2.0
9.844017,3.0,12.0,5659.0,0.91,0.88,463.88,2.0
9.844,7.91263,12.0,5500.23,0.957455,0.96,463.88,2.0
9.844077,2.945,12.0,5479.0,0.922,0.847,463.88,2.0
9.84413,3.23,12.0,5659.0,0.9395,0.88,463.88,2.0
11.0213,2.25,12.0,5659.0,1.507,0.88,229.567,2.0
11.02066,2.061,12.0,6138.0,1.486,1.158,229.567,2.0
4.521953,1.593,12.0,5789.0,0.907,0.731,359.439,2.0
4.521953,1.593,12.0,5789.0,0.907,0.731,359.439,2.0
16.43445,2.213,12.0,5789.0,0.907,0.731,359.439,2.0
16.43445,2.213,12.0,5789.0,0.907,0.731,359.439,2.0
14.453895,2.243,12.0,5822.0,1.543,1.119,696.1,2.0
14.443,7.91263,12.0,5826.08,1.54893,1.05,696.1,2.0
14.4584,2.84,12.0,5659.0,1.551,0.88,696.1,2.0
14.460563,1.75532562,12.0,5838.0,1.065474,0.88,696.1,2.0
5.776475,1.736,12.0,5937.0,1.149,0.908,161.61,2.0
5.776475,1.736,12.0,5937.0,1.149,0.908,161.61,2.0
12.832235,1.693,12.0,4200.0,0.691,0.821,195.149,2.0
12.83306,1.82,12.0,5659.0,0.649,0.88,195.149,2.0
12.83724862,7.91263,12.0,4314.0,0.697984,0.674,195.149,2.0
2.060438,2.88,12.0,4823.0,0.732,0.923,687.973,2.0
2.060368,3.16,12.0,5659.0,0.727,0.88,687.973,2.0
2.06,7.91263,12.0,4854.0,0.736421,0.79,687.973,2.0
8.7783,2.27,12.0,5659.0,0.69,0.88,182.207,2.0
8.777247,2.181,12.0,4603.0,0.751,0.856,182.207,2.0
4.01593,1.90553,19.0698,5757.0,1.38,2.24,192.69,2.0
4.01628,1.64,12.0,5758.0,1.12,1.08,192.69,2.0
4.01593,1.655,7.7,5705.0,1.141,1.054,192.69,2.0
4.01593,1.54,7.3,5731.0,1.06,1.03,192.69,2.0
4.01663,1.96,12.0,5659.0,1.241,0.88,192.69,2.0
4.01593,1.55,12.0,5757.0,1.1,1.07,192.69,2.0
4.01668,1.55,6.0,5679.0,0.924,1.04,192.69,2.0
10.56098,2.41,12.0,5758.0,1.12,1.08,192.69,2.0
10.56131,2.83,12.0,5659.0,1.241,0.88,192.69,2.0
10.56103,2.49,7.4,5705.0,1.141,1.054,192.69,2.0
10.56104,2.18,7.7,5679.0,0.924,1.04,192.69,2.0
10.56103,2.42,9.9,5757.0,1.1,1.07,192.69,2.0
10.56103,2.29,8.3,5731.0,1.06,1.03,192.69,2.0
9.401312,2.729,12.0,5911.0,1.32,0.993,249.303,2.0
9.40172,1.96,12.0,5659.0,1.13,0.88,249.303,2.0
7.939256,1.08322371,12.0,4661.0,0.645652,0.88,145.701,2.0
7.9388,0.94,12.0,5659.0,0.616,0.88,145.701,2.0
7.9389334,1.075,12.0,4473.0,0.675,0.754,145.701,2.0
16.034656,2.0,12.0,4473.0,0.675,0.754,145.701,2.0
16.035054,2.05816745,12.0,4661.0,0.645652,0.88,145.701,2.0
16.0343,2.05,12.0,5659.0,0.616,0.88,145.701,2.0
16.0382,7.91263,12.0,4710.0,0.62,0.88,145.701,2.0
16.038474,2.0,12.0,5659.0,0.7,0.88,145.701,2.0
26.804998,1.53157981,12.0,4661.0,0.645652,0.88,145.701,2.0
26.803023,1.689,12.0,4473.0,0.675,0.754,145.701,2.0
26.8054,1.48,12.0,5659.0,0.616,0.88,145.701,2.0
21.700156,2.072,12.0,5452.0,0.811,0.922,278.412,2.0
21.697619,2.77059123,12.0,5570.0,0.88176,0.88,278.412,2.0
21.7,2.38,12.0,5659.0,0.811,0.88,278.412,2.0
1.865979,1.85861238,12.0,5231.0,0.825125,0.88,203.788,2.0
1.866025,1.75,12.0,5659.0,0.878,0.88,203.788,2.0
1.865962,1.564,12.0,5129.0,0.804,1.061,203.788,2.0
2.231527,1.076,12.0,3623.0,0.348,0.33,82.6603,2.0
4.194766,1.191,12.0,3623.0,0.348,0.33,82.6603,2.0
4.19525,1.05,12.0,5659.0,0.257,0.88,82.6603,2.0
6.6791,1.1,12.0,5659.0,0.257,0.88,82.6603,2.0
6.679582,1.392,12.0,3623.0,0.348,0.33,82.6603,2.0
9.71601,1.14,12.0,5659.0,0.257,0.88,82.6603,2.0
9.715043,1.345,12.0,3623.0,0.348,0.33,82.6603,2.0
13.6274,7.91263,12.0,3860.0,0.257,0.88,82.6603,2.0
13.62757,1.78,12.0,5659.0,0.257,0.88,82.6603,2.0
13.62749,2.222,12.0,3623.0,0.348,0.33,82.6603,2.0
2.380867,1.539,12.0,4844.0,0.761,0.927,420.819,2.0
2.38098,1.72,12.0,5659.0,0.734,0.88,420.819,2.0
7.47331,2.74,12.0,5659.0,1.012,0.88,428.785,2.0
7.473223,2.32,12.0,5749.0,0.97,0.911,428.785,2.0
7.47372,7.91263,12.0,5592.0,1.01,0.88,428.785,2.0
28.735998,4.0,12.0,5659.0,0.35,0.88,266.318,2.0
28.7342,8.22,12.0,5659.0,0.664,0.88,266.318,2.0
28.735327,7.322,12.0,3572.0,0.585,0.57,266.318,2.0
6.3392677,3.91968,12.0,5289.0,0.93,0.88,290.495,2.0
6.339069,3.66,12.0,5367.0,0.897,0.842,290.495,2.0
6.33932,3.9,12.0,5310.0,0.91,0.93,290.495,2.0
6.339069,3.66,12.0,5367.0,0.897,0.842,290.495,2.0
8.58289,2.33,12.0,5773.0,1.094,0.99,259.208,2.0
8.583566,2.118,12.0,5782.0,1.084,0.802,259.208,2.0
8.584043,2.184,12.0,5782.0,1.084,0.802,259.208,2.0
20.851337,2.04,12.0,5782.0,1.084,0.802,259.208,2.0
20.851337,2.04,12.0,5782.0,1.084,0.802,259.208,2.0
4.60547,6.4,37.6,4915.0,3.08,1.38,307.47,2.0
4.6028,7.91263,12.0,4911.0,3.12057,0.88,307.47,2.0
4.60543,8.2,50.3,4881.0,3.88,1.53,307.47,2.0
4.60497,7.09,12.0,4993.0,2.59,1.17,307.47,2.0
4.60808540736,7.04461252,12.0,4911.0,3.12057,0.88,307.47,2.0
4.60543,6.27704,28.6047,4881.0,2.97,0.66,307.47,2.0
4.6049829,1.67,12.0,4843.0,0.74,0.88,307.47,2.0
4.60497,5.71,39.8,4912.0,2.93,1.192,307.47,2.0
3.312792,4.662,12.0,5558.0,0.966,0.789,456.122,2.0
3.3129214,4.28877,12.0,5512.0,0.98,0.88,456.122,2.0
3.312792,4.662,12.0,5558.0,0.966,0.789,456.122,2.0
4.622654,1.371,12.0,5543.0,0.566,0.757,507.94,2.0
4.622654,1.371,12.0,5543.0,0.566,0.757,507.94,2.0
15.398723,1.85,12.0,5726.0,1.058,0.841,406.985,2.0
15.398723,1.85,12.0,5726.0,1.058,0.841,406.985,2.0
10.41144,7.91263,12.0,5540.0,1.12,0.88,265.914,2.0
10.413181,2.352,12.0,5678.0,1.071,0.881,265.914,2.0
5.0957983,1.92318,12.0,4197.0,0.7,0.88,98.0152,2.0
5.095717,1.692,12.0,4938.0,0.631,0.478,98.0152,2.0
5.09582,7.91263,12.0,4490.0,0.58,0.88,98.0152,2.0
4.803352,2.597,12.0,5007.0,0.783,0.952,286.727,2.0
4.803352,2.597,12.0,5007.0,0.783,0.952,286.727,2.0
8.491282,3.395,12.0,5007.0,0.783,0.952,286.727,2.0
8.491282,3.395,12.0,5007.0,0.783,0.952,286.727,2.0
