pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_logg,st_loggerr1,st_loggerr2,st_met,st_meterr1,st_meterr2,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,disc_year,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,method_Transit,method_Radial Velocity,method_Microlensing,pl_density,orbital_velocity_proxy,star_planet_ratio,label
2.494206,9.9e-05,-0.000101,1.22,0.13,-0.23,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.663,0.046,-0.022,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,118.011,0.519,-0.514,12.676,0.092,-0.092,9.858,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,6.608482648327393,0.5939845875769763,0.5434426229508197,2
2.494161,0.000123,-0.000122,1.06180894,0.11801286,-0.09126083,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4528.0,50.0,-50.0,0.64361,0.019699,-0.018303,0.675067,0.020932,-0.020697,4.62,0.1,-0.1,-0.24,0.08,-0.08,118.011,0.519,-0.514,12.676,0.092,-0.092,9.858,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,10.024024356385949,0.5202489318067488,0.6061448305379686,2
0.3693038,9.1e-06,-9.1e-06,1.81,0.16,-0.12,6.5,1.6,-1.6,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0,0.0,0.0,5200.0,100.0,-100.0,0.81,0.03,-0.03,0.84,0.03,-0.03,4.62,0.1,-0.1,0.0,0.08,-0.08,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.0961692930601858,1.5081611694186547,0.44751381215469616,2
0.369311,8e-06,-9e-06,1.76156914,0.22322561,-0.12794963,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5113.0,50.0,-50.0,0.765322,0.033417,-0.02603,0.802828,0.028165,-0.029804,4.5,0.1,-0.1,-0.15,0.08,-0.08,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.195240798689156,1.474399360108745,0.4344547044006459,2
0.36931,1e-05,-1e-05,1.7,0.09,-0.05,12.0,0.0,0.0,321.79,0.0,0.0,2062.0,23.0,-23.0,0.0095,0.0,0.0,0.0775,0.0,0.0,5245.0,46.0,-52.0,0.75,0.01,-0.01,0.84,0.01,-0.01,4.61,0.01,-0.01,-0.17,0.03,-0.03,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.4424994911459397,1.508148509812233,0.4411764705882353,2
0.369311,3e-05,-3e-05,1.5,0.07,-0.06,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5200.0,100.0,-100.0,0.81,0.03,-0.03,0.88,0.0,0.0,4.6,0.1,-0.1,-0.02,0.08,-0.08,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.5555555555555554,1.5436371229558263,0.54,2
0.369,0.0,0.0,1.651,0.065,-0.056,6.3,1.4,-1.4,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5200.0,100.0,-100.0,0.744,0.01,-0.009,0.793,0.024,-0.04,4.62,0.1,-0.1,-0.02,0.08,-0.08,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.3999074658054198,1.4659643551310875,0.4506359781950333,2
9.1708,0.0025,-0.0025,12.206601,0.067254,-0.067254,157.32585,2.161244,-2.002329,321.79,0.0,0.0,1586.0,10.0,-10.0,0.0916,0.0006,-0.0006,0.29,0.049,-0.049,4878.0,70.0,-70.0,4.11,0.05,-0.05,1.19,0.04,-0.04,3.35,0.15,-0.15,-0.11,0.05,-0.05,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.08649994674213075,0.3602216984059158,0.3367030674632521,2
9.173866,0.001534,-0.001426,6.86473931,0.88913021,-0.69021396,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5035.0,50.0,-50.0,2.162531,0.257771,-0.204515,0.984438,0.071592,-0.039083,3.8,0.1,-0.1,0.07,0.08,-0.08,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.03709446379461337,0.32758046013034064,0.31502011982447736,2
9.1720535,0.0009147,-0.0009147,9.02881,0.0,0.0,12.0,0.0,0.0,293.374,0.0,0.0,1152.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4933.0,122.0,-122.0,3.79,0.0,0.0,0.88,0.0,0.0,4.438,0.0,0.0,-0.01,0.0,0.0,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.016303832475511273,0.3097476687508732,0.4197673890579157,2
9.1751,0.0023,-0.0027,14.5717,0.78463,-0.78463,155.7367,19.0698,-19.0698,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4840.0,90.0,-90.0,3.85,0.13,-0.13,1.08,0.08,-0.08,3.297,0.007,-0.007,-0.01,0.08,-0.08,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.05033386772914139,0.34308874758662505,0.26421076470144184,2
4.622654,0.0,0.0,14.5717,0.78463,-0.78463,155.7367,19.0698,-19.0698,321.79,0.0,0.0,1140.0,0.0,0.0,0.086,0.0,0.0,0.36,0.06,-0.06,5659.0,0.0,0.0,3.85,0.13,-0.13,1.08,0.08,-0.08,4.37283,0.0,0.0,-0.01,0.0,0.0,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.05033386772914139,0.4833549645736203,0.26421076470144184,2
9.172616,5.1e-05,-5.1e-05,7.91263,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.29,0.05,-0.05,4840.0,90.0,-90.0,3.85,0.13,-0.13,1.08,0.08,-0.08,3.297,0.007,-0.007,-0.01,0.08,-0.08,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.024222483634984256,0.3431351996979632,0.4865638858382106,2
3.07133,0.00011,-0.00011,1.34,0.077,-0.076,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.03194,0.00025,-0.00026,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.455,0.022,-0.022,0.461,0.011,-0.011,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,4.987315594005911,0.3874246253780146,0.33955223880597013,2
3.0712,0.0001,-0.0001,1.31,0.08,-0.08,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.033,0.002,-0.002,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.47,0.03,-0.03,0.51,0.03,-0.03,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,5.3378622128730555,0.40750321409439816,0.35877862595419846,2
4.8682,0.0001,-0.0003,1.48,0.09,-0.09,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.045,0.003,-0.003,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.47,0.03,-0.03,0.51,0.03,-0.03,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.7016563678360614,0.323668833062048,0.31756756756756754,2
4.86784,0.00012,-0.00012,1.603,0.09,-0.088,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.04341,0.00034,-0.00035,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.455,0.022,-0.022,0.461,0.011,-0.011,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.913269613330879,0.307738841952351,0.2838427947598253,2
11.0234,0.0008,-0.0003,2.02,0.13,-0.13,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.077,0.005,-0.005,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.47,0.03,-0.03,0.51,0.03,-0.03,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.4558852218914664,0.2150935090325951,0.23267326732673266,2
11.02454,0.00036,-0.00035,2.003,0.107,-0.107,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.07487,0.00059,-0.0006,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.455,0.022,-0.022,0.461,0.011,-0.011,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.4932701994886675,0.20448912844593647,0.22715926110833748,2
11.0248821,2.91e-05,-2.91e-05,2.46843,0.314121,-0.314121,12.0,0.0,0.0,48.3251,0.0,0.0,734.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,3798.0,157.0,-157.0,0.46,0.01,-0.01,0.88,0.0,0.0,4.77,0.01,-0.01,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.797845496848058,0.28252335776658916,0.1863532690819671,2
26.5841,0.0018,-0.0017,1.73,0.14,-0.13,12.0,0.0,0.0,1.8,0.25,-0.23,296.0,10.0,-10.0,0.1346,0.0011,-0.0011,0.0775,0.0,0.0,3655.0,80.0,-80.0,0.455,0.022,-0.022,0.461,0.011,-0.011,4.37283,0.0,0.0,-0.01,0.0,0.0,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.317623771248989,0.1316859623034956,0.2630057803468208,2
7.9752,0.00079,-0.00079,1.014,0.05,-0.049,4.3,0.0,0.0,33.5,1.6,-1.5,610.0,0.0,0.0,0.0707,0.0012,-0.0012,0.14,0.12,-0.11,4500.0,125.0,-75.0,0.677,0.027,-0.027,0.742,0.039,-0.038,4.68,0.1,-0.1,-0.02,0.08,-0.08,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,4.124341238157012,0.30502199773001215,0.6676528599605523,2
7.975292,0.000833,-0.00077,0.99,0.06,-0.04,12.0,0.0,0.0,321.79,0.0,0.0,553.0,17.0,-27.0,0.06706000000000001,0.0,0.0,0.1,0.19,-0.07,4499.0,50.0,-50.0,0.66,0.02,-0.02,0.74,0.02,-0.02,4.66,0.02,-0.02,0.15,0.03,-0.03,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,12.367321825540374,0.30460888254536983,0.6666666666666667,2
7.9757,0.0011,-0.0011,1.05,0.16,-0.16,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.72,0.0,0.0,4359.0,70.0,-70.0,0.723,0.072,-0.072,0.686,0.028,-0.028,4.537,0.086,-0.086,0.17,0.12,-0.12,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,10.366051182377712,0.2932767621203894,0.6885714285714285,2
17.3070631,1.58e-05,-1.58e-05,3.7275,0.296614,-0.296614,12.0,0.0,0.0,31.2616,0.0,0.0,658.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4230.6,104.4,-104.4,0.77,0.06,-0.06,0.88,0.0,0.0,4.48,0.09,-0.09,-0.01,0.0,0.0,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.23170120353669402,0.22549122582015582,0.20657276995305165,2
17.307137,0.000252,-0.000284,2.91,0.11,-0.1,12.0,0.0,0.0,321.79,0.0,0.0,425.0,10.0,-33.0,0.06706000000000001,0.0,0.0,0.13,0.27,-0.11,4499.0,50.0,-50.0,0.66,0.02,-0.02,0.74,0.02,-0.02,4.66,0.02,-0.02,0.15,0.03,-0.03,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.48697008067998543,0.20677748278721486,0.2268041237113402,2
17.307013,9.2e-05,-9.2e-05,7.91263,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4364.0,70.0,-70.0,0.71,0.1,-0.1,0.71,0.06,-0.06,4.63,0.11,-0.11,0.15,0.09,-0.09,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.024222483634984256,0.2025434085870493,0.0897299633623713,2
17.30681,0.00034,-0.00036,3.14,0.36,-0.36,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.47,0.0,0.0,4359.0,70.0,-70.0,0.723,0.072,-0.072,0.686,0.028,-0.028,4.537,0.086,-0.086,0.17,0.12,-0.12,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.3876076160245257,0.19909187876733267,0.23025477707006367,2
17.3077,0.0013,-0.0013,3.03,0.53,-0.47,12.0,0.0,0.0,11.9,3.7,-3.2,1140.0,0.0,0.0,0.11728,0.00048,-0.00048,0.0775,0.0,0.0,4364.0,70.0,-70.0,0.71,0.1,-0.1,0.71,0.06,-0.06,4.63,0.11,-0.11,0.15,0.09,-0.09,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.43137339907895317,0.2025393887374294,0.23432343234323433,2
17.30713,0.00027,-0.00027,3.0,0.13,-0.13,18.1,1.9,-1.8,11.91,0.57,-0.53,470.0,0.0,0.0,0.1185,0.002,-0.0021,0.047,0.062,-0.034,4500.0,125.0,-75.0,0.677,0.027,-0.027,0.742,0.039,-0.038,4.68,0.1,-0.1,-0.02,0.08,-0.08,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.6703703703703704,0.2070567651421457,0.22566666666666668,2
25.575,0.0024,-0.0023,1.565,0.077,-0.076,3.0,0.0,0.0,7.07,0.34,-0.32,420.0,0.0,0.0,0.1538,0.0026,-0.0027,0.071,0.063,-0.049,4500.0,125.0,-75.0,0.677,0.027,-0.027,0.742,0.039,-0.038,4.68,0.1,-0.1,-0.02,0.08,-0.08,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.7826691738604019,0.17033117073038964,0.4325878594249202,2
25.5715,0.0038,-0.004,1.55,0.24,-0.21,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.75,0.0,0.0,4359.0,70.0,-70.0,0.723,0.072,-0.072,0.686,0.028,-0.028,4.537,0.086,-0.086,0.17,0.12,-0.12,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.222449733140881,0.16378870750887617,0.4664516129032258,2
25.575065,0.002418,-0.002357,1.45,0.11,-0.08,12.0,0.0,0.0,321.79,0.0,0.0,373.0,18.0,-17.0,0.06706000000000001,0.0,0.0,0.14,0.13,-0.09,4499.0,50.0,-50.0,0.66,0.02,-0.02,0.74,0.02,-0.02,4.66,0.02,-0.02,0.15,0.03,-0.03,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.9362007462380584,0.17010124284000183,0.45517241379310347,2
0.179715,1e-06,-1e-06,0.89,0.09,-0.09,158.915,0.0,0.0,321.79,0.0,0.0,1471.0,47.0,-47.0,0.0058,0.0006,-0.0006,0.0,0.0,0.0,3492.0,70.0,-70.0,0.442,0.044,-0.044,0.463,0.052,-0.052,4.815,0.043,-0.043,0.08,0.12,-0.12,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,225.42125965822606,1.6050860930342035,0.49662921348314604,2
0.179719,2.8e-05,-2.8e-05,0.64,0.1,-0.1,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,3697.0,109.0,-109.0,0.29,0.06,-0.06,0.88,0.0,0.0,5.0,0.06,-0.06,-0.059,0.18,-0.18,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,45.77636718749999,2.2128110901831475,0.45312499999999994,2
2.35321,0.00037,-0.00036,1.49,0.15,-0.14,12.0,0.0,0.0,424.51,126.3,-98.15,1157.0,78.0,-74.0,0.0338,0.0034,-0.0031,0.0775,0.0,0.0,5283.0,122.0,-163.0,0.839,0.054,-0.051,0.916,0.078,-0.096,4.538,0.09,-0.159,0.134,0.128,-0.176,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.6276254561361134,0.6239034601250234,0.5630872483221476,2
2.35322,0.00036,-0.00036,1.57,0.28,-0.17,12.0,0.0,0.0,486.0,37.0,-35.0,1140.0,0.0,0.0,0.0338,0.00024,-0.00024,0.403,0.0,0.0,5378.0,60.0,-60.0,0.86,0.08,-0.08,0.93,0.06,-0.06,4.59,0.07,-0.07,0.16,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.1008609281962056,0.6286518658403407,0.5477707006369427,2
2.35309,0.00022,-0.00022,1.51,0.11,-0.084,3.1,1.05,-1.05,321.79,0.0,0.0,1140.0,0.0,0.0,0.03385,0.00023,-0.00029,0.048,0.054,-0.033,5356.3,41.8,-13.1,0.863,0.031,-0.018,0.935,0.019,-0.023,4.54,0.02,-0.04,0.14,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.9003903918469941,0.6303569366802216,0.571523178807947,2
3.56004,0.00012,-0.00011,2.299,0.12,-0.087,6.31,1.13,-1.23,321.79,0.0,0.0,1140.0,0.0,0.0,0.04461,0.0003,-0.00038,0.045,0.051,-0.032,5356.3,41.8,-13.1,0.863,0.031,-0.018,0.935,0.019,-0.023,4.54,0.02,-0.04,0.14,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.5192929725381741,0.5124817054833016,0.375380600260983,2
3.55987,0.00023,-0.00022,2.52,0.34,-0.16,12.0,0.0,0.0,279.0,21.0,-20.0,1140.0,0.0,0.0,0.04454,0.00032,-0.00032,0.296,0.0,0.0,5378.0,60.0,-60.0,0.86,0.08,-0.08,0.93,0.06,-0.06,4.59,0.07,-0.07,0.16,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.7498590265030174,0.5111218004739754,0.3412698412698413,2
3.56015,0.00022,-0.00023,2.26,0.18,-0.17,12.0,0.0,0.0,248.95,70.82,-55.02,1012.0,65.0,-61.0,0.0442,0.0039,-0.0039,0.0775,0.0,0.0,5283.0,122.0,-163.0,0.839,0.054,-0.051,0.916,0.078,-0.096,4.538,0.09,-0.159,0.134,0.128,-0.176,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.0395752434165435,0.5072401106075279,0.3712389380530974,2
5.40478,0.00048,-0.00046,2.66,0.39,-0.18,12.0,0.0,0.0,160.0,12.0,-11.0,1140.0,0.0,0.0,0.05883,0.00042,-0.00042,0.348,0.0,0.0,5378.0,60.0,-60.0,0.86,0.08,-0.08,0.93,0.06,-0.06,4.59,0.07,-0.07,0.16,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.6375824234677937,0.4148131006711482,0.3233082706766917,2
5.40484,0.00049,-0.00051,2.46,0.19,-0.18,12.0,0.0,0.0,147.12,41.3,-32.19,888.0,57.0,-53.0,0.0575,0.005,-0.0049,0.0775,0.0,0.0,5283.0,122.0,-163.0,0.839,0.054,-0.051,0.916,0.078,-0.096,4.538,0.09,-0.159,0.134,0.128,-0.176,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.8060758775345042,0.4116767267775565,0.3410569105691057,2
5.40479,0.00021,-0.00021,2.39,0.104,-0.084,7.92,1.39,-1.35,321.79,0.0,0.0,1140.0,0.0,0.0,0.05893,0.0004,-0.0005,0.043,0.041,-0.03,5356.3,41.8,-13.1,0.863,0.031,-0.018,0.935,0.019,-0.023,4.54,0.02,-0.04,0.14,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.5801382208611111,0.4159263101152373,0.36108786610878657,2
8.2616616,1.9e-05,-1.9e-05,3.30997,0.197543,-0.197543,12.0,0.0,0.0,66.2634,0.0,0.0,794.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5281.0,128.8,-128.8,0.86,0.05,-0.05,0.88,0.0,0.0,4.53,0.08,-0.08,-0.01,0.0,0.0,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.330909376558662,0.3263680487574397,0.25982108599171594,2
8.26146,0.00021,-0.00022,3.39,0.156,-0.11,12.97,1.98,-1.99,321.79,0.0,0.0,1140.0,0.0,0.0,0.0782,0.00053,-0.00066,0.077,0.048,-0.049,5356.3,41.8,-13.1,0.863,0.031,-0.018,0.935,0.019,-0.023,4.54,0.02,-0.04,0.14,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.3329207631385818,0.33641658908554706,0.2545722713864307,2
8.26144,0.00045,-0.00044,3.29,0.35,-0.18,12.0,0.0,0.0,91.1,7.0,-6.6,1140.0,0.0,0.0,0.07807,0.00056,-0.00056,0.315,0.0,0.0,5378.0,60.0,-60.0,0.86,0.08,-0.08,0.93,0.06,-0.06,4.59,0.07,-0.07,0.16,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.33697179565727037,0.33551627983246085,0.2613981762917933,2
8.26147,0.00052,-0.00053,3.11,0.24,-0.22,12.0,0.0,0.0,77.79,23.51,-17.73,757.0,52.0,-47.0,0.0792,0.0076,-0.0077,0.0775,0.0,0.0,5283.0,122.0,-163.0,0.839,0.054,-0.051,0.916,0.078,-0.096,4.538,0.09,-0.159,0.134,0.128,-0.176,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.39893310659748593,0.33298070752037867,0.2697749196141479,2
12.75758,0.0005,-0.00048,2.904,0.164,-0.111,1.63,2.12,-1.18,321.79,0.0,0.0,1140.0,0.0,0.0,0.10447,0.0007,-0.00088,0.062,0.064,-0.043,5356.3,41.8,-13.1,0.863,0.031,-0.018,0.935,0.019,-0.023,4.54,0.02,-0.04,0.14,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.06655761762063492,0.2707208190209715,0.2971763085399449,2
12.75758,0.0012,-0.00121,2.73,0.23,-0.21,12.0,0.0,0.0,43.02,13.24,-10.03,653.0,45.0,-42.0,0.1064,0.0108,-0.0105,0.0775,0.0,0.0,5283.0,122.0,-163.0,0.839,0.054,-0.051,0.916,0.078,-0.096,4.538,0.09,-0.159,0.134,0.128,-0.176,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.5897844323155276,0.2679560620376927,0.3073260073260073,2
12.75759,0.00092,-0.00092,2.81,0.36,-0.19,12.0,0.0,0.0,51.0,3.9,-3.7,1140.0,0.0,0.0,0.1043,0.00074,-0.00075,0.364,0.0,0.0,5378.0,60.0,-60.0,0.86,0.08,-0.08,0.93,0.06,-0.06,4.59,0.07,-0.07,0.16,0.04,-0.04,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,2017.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.5408318832654041,0.26999589043253686,0.30604982206405695,2
